,dataset_id,hyperparameter_name,hyperparameter_value,seed,error_rate,runtime
1075,1486,max_conf_interval_size_default,0.07,0,0.055,19008.0
1076,1486,max_conf_interval_size_default,0.07,4,0.0527,22794.0
1077,1486,max_conf_interval_size_default,0.07,9,0.0506,28262.0
1078,1486,max_conf_interval_size_default,0.07,3,0.0534,21801.0
1079,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,6,0.0525,21822.0
1080,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,1,0.0603,18396.0
1081,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,5,0.0556,22931.0
1082,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,8,0.051,13169.0
1083,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,2,0.0527,24293.0
1084,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,0,0.0534,18361.0
1085,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,7,0.0627,17574.0
1086,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,3,0.0534,17416.0
1087,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,9,0.0506,25941.0
1088,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,4,0.0528,22661.0
1089,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,3,0.0534,17532.0
1090,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,9,0.0506,29120.0
1091,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,4,0.0527,26454.0
1092,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,0,0.0534,18834.0
1093,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,7,0.0627,18614.0
1094,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,5,0.0556,21425.0
1095,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,8,0.051,13296.0
1096,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,2,0.0527,24887.0
1097,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,6,0.0525,21728.0
1098,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,1,0.0603,17421.0
1099,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,4,0.0527,26552.0
1100,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,9,0.0508,29307.0
1101,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,3,0.0534,17687.0
1102,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,7,0.0546,18876.0
1103,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,0,0.0534,18895.0
1104,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,2,0.0527,24657.0
1105,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,8,0.051,12752.0
1106,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,5,0.0556,22281.0
1107,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,1,0.0603,17315.0
1108,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,6,0.0577,22214.0
1109,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,6,0.0545,21957.0
1110,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,1,0.0603,21038.0
1111,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,5,0.0556,18633.0
1112,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,8,0.051,12662.0
1113,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,2,0.0538,19166.0
1114,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,0,0.055,18053.0
1115,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,7,0.0627,18319.0
1116,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,3,0.0543,14127.0
1117,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,9,0.0508,25583.0
1118,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,4,0.0528,23426.0
1119,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,3,0.0543,14556.0
1120,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,9,0.0507,21879.0
1121,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,4,0.0528,20561.0
1122,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,0,0.0574,15131.0
1123,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,7,0.0584,17342.0
1124,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,5,0.0571,15379.0
1125,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,8,0.054,13043.0
1126,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,2,0.0556,15796.0
1127,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,6,0.0581,19424.0
1128,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,1,0.057,17482.0
1129,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,7,0.0584,17519.0
1130,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,0,0.055,14520.0
1131,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,4,0.0528,21223.0
1132,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,9,0.0508,26106.0
1133,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,3,0.0543,13908.0
1134,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,1,0.0603,20947.0
1135,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,6,0.0545,22098.0
1136,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,2,0.0538,15558.0
1137,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,8,0.051,13355.0
1138,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,5,0.0556,18926.0
1139,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,2,0.0538,20873.0
1140,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,8,0.051,12440.0
1141,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,5,0.0556,18852.0
1142,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,1,0.0603,20152.0
1143,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,6,0.0545,21955.0
1144,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,4,0.0527,23382.0
1145,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,9,0.0506,25318.0
1146,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,3,0.0543,14189.0
1147,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,7,0.0627,17297.0
1148,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,0,0.055,18047.0
1149,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,4,0.0528,20222.0
1150,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,9,0.0507,24913.0
1151,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,3,0.0543,14649.0
1152,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,7,0.0584,17226.0
1153,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,0,0.0574,15874.0
1154,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,2,0.0538,16002.0
1155,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,8,0.054,13135.0
1156,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,5,0.0596,17865.0
1157,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,1,0.057,17618.0
1158,1486,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,6,0.0581,18913.0
1159,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,7,0.1465,5820.0
1160,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,0,0.1466,4694.0
1161,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,4,0.1462,5152.0
1162,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,3,0.1466,4869.0
1163,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,9,0.137,6123.0
1164,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,1,0.1466,5975.0
1165,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,6,0.1464,6003.0
1166,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,8,0.1368,4306.0
1167,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,2,0.1464,5919.0
1168,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.1,5,0.141,5357.0
1169,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,6,0.149,6299.0
1170,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,1,0.143,5656.0
1171,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,5,0.138,5640.0
1172,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,2,0.1423,5214.0
1173,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,8,0.1417,4640.0
1174,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,0,0.1466,5008.0
1175,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,7,0.1457,5949.0
1176,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,9,0.1536,6446.0
1177,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,3,0.1466,4885.0
1178,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.04,4,0.1462,5344.0
1179,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,4,0.1462,5350.0
1180,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,9,0.1536,6583.0
1181,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,3,0.1466,4996.0
1182,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,7,0.1457,5879.0
1183,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,0,0.1466,5022.0
1184,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,2,0.1423,5134.0
1185,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,8,0.1417,4570.0
1186,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,5,0.138,5584.0
1187,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,1,0.1466,5549.0
1188,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.01,6,0.149,6230.0
1189,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,1,0.143,5698.0
1190,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,6,0.149,6285.0
1191,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,2,0.1423,5268.0
1192,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,8,0.1417,4631.0
1193,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,5,0.138,5532.0
1194,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,7,0.1457,5883.0
1195,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,0,0.1466,5081.0
1196,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,4,0.1462,5384.0
1197,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,9,0.1536,6673.0
1198,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.07,3,0.1466,4975.0
1199,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,0,0.1466,4519.0
1200,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,7,0.1457,5873.0
1201,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,9,0.1536,6427.0
1202,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,3,0.1466,4922.0
1203,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,4,0.1462,5414.0
1204,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,6,0.1478,6075.0
1205,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,1,0.1466,5738.0
1206,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,5,0.141,5272.0
1207,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,2,0.1423,5348.0
1208,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.04,8,0.1368,4490.0
1209,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,9,0.137,6141.0
1210,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,3,0.1466,4969.0
1211,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,4,0.1462,5243.0
1212,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,0,0.1466,4657.0
1213,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,7,0.1465,5893.0
1214,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,5,0.141,5192.0
1215,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,2,0.1464,5813.0
1216,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,8,0.1368,4291.0
1217,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,6,0.1464,5937.0
1218,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,0.07,1,0.1466,5784.0
1219,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,8,0.1417,4645.0
1220,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,2,0.1423,5167.0
1221,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,5,0.138,5699.0
1222,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,1,0.143,5523.0
1223,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,6,0.149,6263.0
1224,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,4,0.1462,5362.0
1225,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,3,0.1466,5019.0
1226,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,9,0.1536,6532.0
1227,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,7,0.1457,5916.0
1228,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.01,0,0.1466,5250.0
1229,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,2,0.1423,5188.0
1230,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,8,0.1417,4594.0
1231,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,5,0.138,5621.0
1232,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,1,0.143,5580.0
1233,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,6,0.149,6242.0
1234,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,4,0.1462,5355.0
1235,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,9,0.1536,6464.0
1236,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,3,0.1466,5005.0
1237,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,7,0.1457,5909.0
1238,1067,MAX_ESTIMATE_MARGIN_FOR_FULL_EVALUATION,-0.1,0,0.1466,5027.0
1239,1067,max_conf_interval_size_default,0.1,1,0.1466,5706.0
1240,1067,max_conf_interval_size_default,0.1,6,0.1488,6163.0
1241,1067,max_conf_interval_size_default,0.1,2,0.1423,5147.0
1242,1067,max_conf_interval_size_default,0.1,8,0.1417,4497.0
1243,1067,max_conf_interval_size_default,0.1,5,0.1468,5453.0
1244,1067,max_conf_interval_size_default,0.1,7,0.1457,5949.0
1245,1067,max_conf_interval_size_default,0.1,0,0.1466,5051.0
1246,1067,max_conf_interval_size_default,0.1,4,0.1462,5503.0
1247,1067,max_conf_interval_size_default,0.1,9,0.1536,6543.0
1248,1067,max_conf_interval_size_default,0.1,3,0.1466,4914.0
1249,1067,max_conf_interval_size_default,0.01,6,0.1418,8528.0
1250,1067,max_conf_interval_size_default,0.01,1,0.1424,7691.0
1251,1067,max_conf_interval_size_default,0.01,5,0.1365,8367.0
1252,1067,max_conf_interval_size_default,0.01,2,0.1458,8922.0
1253,1067,max_conf_interval_size_default,0.01,8,0.1424,6025.0
1254,1067,max_conf_interval_size_default,0.01,0,0.1475,6921.0
1255,1067,max_conf_interval_size_default,0.01,7,0.1394,8560.0
1256,1067,max_conf_interval_size_default,0.01,9,0.1358,9491.0
1257,1067,max_conf_interval_size_default,0.01,3,0.1419,7251.0
1258,1067,max_conf_interval_size_default,0.01,4,0.1404,7274.0
1259,1067,max_conf_interval_size_default,0.04,0,0.1416,5700.0
1260,1067,max_conf_interval_size_default,0.04,7,0.1436,6814.0
1261,1067,max_conf_interval_size_default,0.04,3,0.143,5247.0
1262,1067,max_conf_interval_size_default,0.04,9,0.1466,6628.0
1263,1067,max_conf_interval_size_default,0.04,4,0.1366,5354.0
1264,1067,max_conf_interval_size_default,0.04,6,0.1467,6335.0
1265,1067,max_conf_interval_size_default,0.04,1,0.1438,6107.0
1266,1067,max_conf_interval_size_default,0.04,5,0.1389,5906.0
1267,1067,max_conf_interval_size_default,0.04,8,0.1411,4461.0
1268,1067,max_conf_interval_size_default,0.04,2,0.1385,7152.0
1269,1067,max_conf_interval_size_default,0.07,3,0.1482,4864.0
1270,1067,max_conf_interval_size_default,0.07,9,0.1466,6586.0
1271,1067,max_conf_interval_size_default,0.07,4,0.1462,5318.0
1272,1067,max_conf_interval_size_default,0.07,0,0.1466,4688.0
1273,1067,max_conf_interval_size_default,0.07,7,0.1375,6241.0
1274,1067,max_conf_interval_size_default,0.07,5,0.1365,5317.0
1275,1067,max_conf_interval_size_default,0.07,8,0.1417,4319.0
1276,1067,max_conf_interval_size_default,0.07,2,0.1423,5566.0
1277,1067,max_conf_interval_size_default,0.07,6,0.1478,6198.0
1278,1067,max_conf_interval_size_default,0.07,1,0.1466,5812.0
1279,1067,return_estimate_on_incomplete_runs,False,5,0.1468,5372.0
1280,1067,return_estimate_on_incomplete_runs,False,8,0.1417,4503.0
1281,1067,return_estimate_on_incomplete_runs,False,2,0.1423,5160.0
1282,1067,return_estimate_on_incomplete_runs,False,6,0.1488,6152.0
1283,1067,return_estimate_on_incomplete_runs,False,1,0.1466,5715.0
1284,1067,return_estimate_on_incomplete_runs,False,3,0.1466,4900.0
1285,1067,return_estimate_on_incomplete_runs,False,9,0.1536,6691.0
1286,1067,return_estimate_on_incomplete_runs,False,4,0.1462,5460.0
1287,1067,return_estimate_on_incomplete_runs,False,0,0.1466,4995.0
1288,1067,return_estimate_on_incomplete_runs,False,7,0.1457,5882.0
1289,1067,return_estimate_on_incomplete_runs,True,9,0.1536,6640.0
1290,1067,return_estimate_on_incomplete_runs,True,3,0.1466,4836.0
1291,1067,return_estimate_on_incomplete_runs,True,4,0.1462,5476.0
1292,1067,return_estimate_on_incomplete_runs,True,0,0.1466,4922.0
1293,1067,return_estimate_on_incomplete_runs,True,7,0.1457,5940.0
1294,1067,return_estimate_on_incomplete_runs,True,5,0.1468,5419.0
1295,1067,return_estimate_on_incomplete_runs,True,2,0.1423,5191.0
1296,1067,return_estimate_on_incomplete_runs,True,8,0.1417,4597.0
1297,1067,return_estimate_on_incomplete_runs,True,6,0.1488,6229.0
1298,1067,return_estimate_on_incomplete_runs,True,1,0.1466,5695.0
1299,1067,base,3,0,0.1424,4672.0
1300,1067,base,3,7,0.1399,6344.0
1301,1067,base,3,3,0.1472,4941.0
1302,1067,base,3,9,0.1378,6681.0
1303,1067,base,3,4,0.1464,5133.0
1304,1067,base,3,6,0.1417,6602.0
1305,1067,base,3,1,0.1409,6320.0
1306,1067,base,3,5,0.1486,6006.0
1307,1067,base,3,2,0.1505,6875.0
1308,1067,base,4,4,0.1463,5028.0
1309,1067,base,4,9,0.1564,6633.0
1310,1067,base,4,3,0.1466,4767.0
1311,1067,base,4,7,0.1488,5927.0
1312,1067,base,4,0,0.1418,4813.0
1313,1067,base,4,2,0.1436,6436.0
1314,1067,base,4,8,0.1417,4199.0
1315,1067,base,4,5,0.1446,5857.0
1316,1067,base,4,1,0.1604,6338.0
1317,1067,base,4,6,0.1459,6351.0
1318,1067,base,2,9,0.1536,6558.0
1319,1067,base,2,7,0.1457,5864.0
1320,1067,base,2,5,0.1468,5438.0
1321,1067,base,2,8,0.1417,4534.0
1322,1067,base,2,6,0.1488,6230.0
